Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
5,1212,1,1615,31185,4280,16,96,0,0,16
9,1963,1,1267,2140881,41938,2,19.82,0,0,2
5,1220,1,2116,617568,31580,1,11.53,0,0,1
5,1423,1,1104,876740,41843,1,6.86,0,0,1
6,1636,1,1003,285926,46772,5,44.6,0,0,5
5,2218,1,1001,1567104,2665,2,33.6,0,0,2
6,1123,1,1619,1011959,35452,2,8.88,0,0,2
8,1112,1,1601,341984,303,8,36.32,0,0,8
3,1239,1,1024,1406288,1150,2,27.92,0,0,2
8,1124,1,1234,4110739,1240,3,25.14,0,0,3
8,1312,1,2171,69607,35309,5,31.25,0,0,5
4,1530,1,1204,4516730,1242,2,15.28,0,0,2
6,2022,1,1209,930276,2665,2,32,0,0,2
7,1912,1,1140,1405097,3270,2,20.94,0,0,2
5,1221,1,4411,967497,35119,4,52.96,0,0,4
6,1445,1,1048,2301064,46876,5,44.6,0,0,5
8,2043,1,1054,240605,1150,12,167.52,0,0,12
3,2017,1,1803,1181075,30215,2,18,0,0,2
8,1633,1,1004,238270,1182,30,418.2,0,0,30
5,1613,1,1121,1045190,48417,10,45.8,0,0,10
7,1337,1,1237,376704,46772,6,53.52,0,0,6
9,1914,1,2070,574278,32303,4,24,0,0,4
9,1476,4,4901,4333033,46876,12,112.8,0,0,12
4,1622,1,1157,2058204,35651,5,37.5,0,0,5
8,1911,1,1163,93031,1284,24,72.48,0,0,24
3,1227,1,1116,4163383,1242,3,22.92,6,45.84,0
5,1220,1,1242,4335699,1109,10,150.1,0,0,10
8,2013,1,1003,2129334,1146,4,85.56,0,0,4
8,2030,1,1163,207922,1240,3,25.14,0,0,3
3,25759,1,5507,54148,45143,40,30,0,0,40
9,1954,1,1292,567834,6469,1,14.26,0,0,1
8,2043,1,5025,2095221,31717,1,6,0,0,1
5,1470,1,5513,4385276,45111,3,26.94,0,0,3
3,1312,1,1115,107157,1238,2,19.66,0,0,2
5,1377,4,6612,4395043,1169,4,79.44,0,0,4
5,1550,1,1013,1419284,1150,9,132.84,1,14.76,8
6,4040,1,4470,234328,35453,8,35.52,0,0,8
3,1936,1,1221,527281,2425,6,27,0,0,6
4,1462,1,1011,144418,34215,2,30.02,0,0,2
3,1222,1,1032,1600133,1129,3,52.8,0,0,3
9,1615,1,4404,248113,35453,5,22.2,0,0,5
6,1123,1,1409,982420,1230,4,66.68,0,0,4
4,2230,1,1224,4533470,972,1,18.98,0,0,1
7,1237,1,4467,1616946,35453,3,13.32,2,8.88,1
9,2037,1,1210,968974,1182,1,13.94,0,0,1
8,1384,1,1015,5969706,1182,4,55.76,0,0,4
8,2031,1,1206,786709,2425,12,54,0,0,12
7,2262,4,4904,2297215,1242,22,169.4,0,0,22
6,1347,1,2857,4708502,31310,2,12.5,0,0,2
6,25759,1,1121,2219008,1687,5,97.7,0,0,5
7,1113,1,1608,2234627,72,2,7.4,0,0,2
4,1478,4,4802,4707993,30416,4,34.08,0,0,4
9,1153,1,1031,4634842,1109,3,45.03,0,0,3
6,1120,1,1201,4664175,1240,5,41.9,0,0,5
7,2030,1,1075,4437200,4910,5,44.6,0,0,5
4,1117,1,1457,2178450,1242,5,38.2,0,0,5
7,1625,1,1259,1028871,1238,3,29.49,0,0,3
4,2036,1,1249,262213,1250,4,30.56,0,0,4
4,1116,1,1634,2271462,72,2,7.4,0,0,2
9,2013,1,1217,4504689,1232,2,36.48,0,0,2
9,1137,1,1609,213338,31719,3,22.77,0,0,3
3,2239,1,1252,4449739,2233,3,59.82,0,0,3
4,1138,1,1251,584236,1278,5,22.5,0,0,5
6,1626,1,2105,710255,30575,7,43.75,0,0,7
8,1153,1,1144,628956,32819,5,44.45,0,0,5
9,1124,1,2146,184277,36748,1,11.53,0,0,1
3,1657,4,6630,24488,1120,12,252.84,0,0,12
4,1544,4,6606,718164,1150,1,14.7,0,0,1
6,2055,1,1167,1651055,1220,2,15.28,0,0,2
4,1342,1,1203,1109878,2233,1,19.94,0,0,1
9,2043,1,1153,241541,1284,6,18.12,0,0,6
9,1213,1,1406,1677510,1250,23,175.72,0,0,23
9,3214,1,1626,4585934,4245,2,20.96,0,0,2
6,1531,1,1263,1059292,2233,2,39.88,0,0,2
3,1441,1,4457,2159362,43316,2,16.3,0,0,2
3,1332,1,2163,2020092,31467,2,19.98,0,0,2
7,1963,1,1206,616410,1064,2,33.34,0,0,2
5,1245,1,1015,2015117,1182,7,97.58,0,0,7
4,1555,1,1123,904071,43169,1,19.54,0,0,1
3,1227,1,4445,1343040,43065,1,6.76,0,0,1
4,1545,1,2801,1555738,30575,4,25,0,0,4
4,2031,1,1211,291298,35651,9,67.5,1,7.5,8
7,1971,1,1103,1172492,48805,30,158.4,0,0,30
9,1137,1,1474,1405508,35651,4,30,0,0,4
6,1544,1,2808,2429709,31507,1,6.25,0,0,1
4,2034,1,1208,1627012,1250,1,7.64,0,0,1
8,1557,1,1121,23720,43118,4,42.24,0,0,4
4,1121,1,1415,1442096,1250,3,22.92,0,0,3
4,1312,1,1122,100994,1220,1,7.64,0,0,1
3,4017,4,4903,10431,34433,11,88,0,0,11
7,1954,1,1280,560419,41938,1,9.91,0,0,1
4,2012,1,4514,4763,30572,15,93.75,0,0,15
6,1659,2,1581,9575966,34204,27,531.36,0,0,27
7,1122,1,1457,603428,41938,3,29.73,0,0,3
3,22187,1,2856,4427037,43058,2,18.7,0,0,2
4,22560,1,5516,37784,40217,6,53.88,0,0,6
5,2034,1,1156,267703,1064,2,33.34,0,0,2
5,1532,1,4505,4551938,1250,3,22.92,0,0,3
8,1471,1,4445,972955,31514,2,19.98,0,0,2
7,1554,1,2102,757922,35711,4,30.76,0,0,4
6,1311,1,2805,96143,43147,5,22.7,0,0,5
4,2018,4,4903,4571322,1232,24,450,0,0,24
8,1333,1,1225,559623,3631,1,16.35,0,0,1
4,1279,7,3334,1609880,31690,5,73.95,0,0,5
8,2072,1,2851,4705110,30532,2,15.56,0,0,2
5,1351,1,2135,1004554,30532,4,31.12,0,0,4
9,1622,1,1065,2154291,1120,5,105.35,0,0,5
5,1550,1,1014,494598,1169,1,19.66,0,0,1
7,2029,1,1129,2148787,2425,30,135,0,0,30
7,1227,1,1611,8801,40217,1,8.98,0,0,1
7,1437,1,1205,4391646,43207,17,51.34,0,0,17
7,1212,1,1425,174813,3919,3,13.74,0,0,3
9,2229,1,1016,346327,2233,1,19.94,0,0,1
3,1956,1,1208,960361,2233,1,19.94,0,0,1
7,1441,1,1138,4615195,43206,5,22.5,0,0,5
5,1123,1,2811,2027053,30549,1,5.38,0,0,1
5,2030,1,2015,948196,31590,4,40.56,0,0,4
6,1332,1,2059,954174,48019,1,40.74,0,0,1
6,1636,1,1220,4284007,41938,1,9.91,0,0,1
4,2012,1,2158,9494966,43058,8,74.8,0,0,8
8,23669,1,1116,246384,1238,1,9.83,0,0,1
8,1338,1,1209,4470845,2233,6,119.64,0,0,6
5,1153,1,1203,2049359,1230,2,33.34,0,0,2
9,1656,1,1107,88125,1220,5,38.2,0,0,5
6,1123,1,1250,2079277,1129,2,35.2,0,0,2
3,1220,1,1614,595660,328,2,16.3,0,0,2
8,3223,7,3333,2328662,4767,12,177.48,0,0,12
6,1586,2,1557,26935,34264,160,3148.8,0,0,160
9,2215,1,5001,9492586,4270,4,33.52,0,0,4
3,4049,1,5501,1092949,34226,3,25.68,0,0,3
5,1954,1,1208,1625339,2425,15,67.5,0,0,15
6,1137,1,4414,1045776,43285,20,105.6,0,0,20
5,1544,1,1014,163004,3631,1,16.35,0,0,1
6,1314,8,3422,4446728,32302,50,166.5,0,0,50
8,1124,1,2141,1173582,36747,8,92.24,0,0,8
5,2264,1,1228,4561973,1146,1,21.39,0,0,1
6,2230,1,2908,831453,30531,2,15.56,0,0,2
5,3226,4,6610,2179617,31717,28,165.2,0,0,28
4,1235,1,1202,1550769,1232,3,54.72,0,0,3
4,1633,1,1604,2293148,4245,3,31.44,2,20.96,1
8,1212,1,4406,866495,37569,2,18.7,0,0,2
6,2017,1,1175,3554353,972,2,37.96,0,0,2
4,22560,1,2032,2262323,5380,8,59.28,0,0,8
4,2013,1,1220,4364473,1309,3,20.28,0,0,3
6,2015,1,1111,1541740,1212,1,8.38,0,0,1
8,1656,1,1202,1507068,4767,3,44.37,0,0,3
4,1342,1,1104,4333938,2425,14,63,0,0,14
4,1622,1,1266,828334,41938,2,19.82,2,19.82,0
5,1332,1,2159,2115743,30552,2,10.76,0,0,2
4,1635,1,1223,1746257,1250,5,38.2,0,0,5
6,1934,11,3922,769096,1250,3,22.92,0,0,3
4,3213,1,2114,43416,36747,5,57.65,0,0,5
5,2016,1,1320,186430,1125,1,9.6,0,0,1
3,1279,7,3325,2366281,641,2,81.9,0,0,2
9,1912,1,2807,4743202,43069,3,22.23,0,0,3
3,1384,1,2022,2252633,43147,3,13.62,0,0,3
4,1963,1,2102,89204,30572,30,187.5,0,0,30
9,1628,1,4456,89791,37058,4,30,0,0,4
4,2014,1,2809,1408654,32937,4,28.16,0,0,4
6,1111,1,1125,74361,1216,2,16.76,0,0,2
5,1216,1,4409,81491,37058,20,150,0,0,20
7,1124,1,1104,186632,1284,15,45.3,0,0,15
3,1123,1,1240,4291474,1240,1,8.38,0,0,1
8,1123,1,1617,4424428,30214,2,18,0,0,2
5,22187,1,1159,248418,1240,2,16.76,0,0,2
5,1349,1,2826,4319574,31471,1,9.99,0,0,1
3,1338,1,1207,203616,1146,1,21.39,0,0,1
3,1955,1,2851,9612949,43069,4,29.64,0,0,4
9,23899,1,1241,1846994,35651,4,30,0,0,4
8,1123,1,4409,1871366,35516,3,16.38,0,0,3
7,1344,1,1114,415907,1232,3,54.72,0,0,3
5,1611,1,1106,6848368,1216,1,8.38,0,0,1
4,1153,1,1007,278595,1129,7,123.2,0,0,7
3,1342,1,1208,380167,35651,3,22.5,0,0,3
8,1332,1,1208,365294,1125,7,67.2,0,0,7
3,2016,1,1172,1093116,1309,3,20.28,0,0,3
5,1220,1,1206,2050794,1309,10,67.6,0,0,10
8,1595,4,6601,2310650,43200,3,56.25,0,0,3
4,1971,1,2011,4703733,9082,4,20.76,0,0,4
4,1130,1,1412,1139354,1284,3,9.06,0,0,3
5,2054,1,2823,1655374,30572,11,68.75,0,0,11
5,1967,1,2101,631675,46197,4,27.68,0,0,4
8,2036,1,1024,1437389,1160,2,37.72,0,0,2
5,1142,2,132,1540210,43246,30,664.2,0,0,30
9,25759,1,1034,1768719,36287,1,11.54,0,0,1
6,2055,1,5055,4260191,323,1,8.15,0,0,1
8,2263,1,1027,465983,1109,2,31.7,0,0,2
9,1911,1,1134,90928,1242,8,61.12,0,0,8
4,1116,1,2824,4419515,43084,1,8.15,0,0,1
5,1137,1,1464,2048131,1240,6,50.28,0,0,6
8,2013,1,1224,10205,1242,6,45.84,0,0,6
6,1419,1,1192,1802604,43197,7,58.66,0,0,7
8,1315,1,2857,7767112,43068,6,23.04,0,0,6
4,1330,1,1253,1019592,35651,2,15,0,0,2
4,2015,1,1203,3258476,1242,3,22.92,0,0,3
6,2030,1,1159,214812,1250,4,30.56,0,0,4
3,2043,1,2858,1500280,43147,4,18.16,0,0,4
8,1338,1,1213,203216,2425,23,103.5,0,0,23
8,2015,1,2854,2335255,35305,4,25,0,0,4
4,1551,11,5746,4581016,5355,1,5.93,0,0,1
9,2020,1,1051,293102,3631,2,32.7,0,0,2
4,1236,1,1201,81956,1278,4,18,0,0,4
9,4049,1,1131,128630,43040,2,12,0,0,2
3,1224,1,2169,908246,43058,5,46.75,0,0,5
6,1936,1,1225,527146,1242,2,15.28,0,0,2
3,1970,1,1104,635446,34939,1,11.62,0,0,1
4,1123,1,1213,419667,1230,4,66.68,0,0,4
4,1351,11,3907,1991220,30572,2,12.5,0,0,2
9,1310,1,1176,141309,31423,3,32.07,0,0,3
4,24669,1,2012,185205,43069,2,14.82,0,0,2
7,1419,1,1190,173226,43197,5,41.9,0,0,5
6,2013,1,1117,2113652,1309,3,20.28,0,0,3
6,1616,1,1045,151481,3631,10,163.5,0,0,10
5,1439,1,1104,4674137,43207,14,42.28,0,0,14
9,2032,1,1269,4532148,1250,4,30.56,0,0,4
7,4046,1,1224,849582,43159,1,9.6,0,0,1
6,3213,1,2116,49401,30532,10,77.8,0,0,10
7,23669,1,2837,1350283,43058,4,37.4,0,0,4
9,1453,1,1104,429083,43203,2,15.28,0,0,2
9,2263,1,1121,2119448,6469,24,355.44,0,0,24
4,1245,1,1240,4506923,4280,2,12,0,0,2
6,1942,11,3946,4400081,1240,25,209.5,0,0,25
6,1120,1,1453,173519,35651,18,135,0,0,18
3,1583,4,6609,2435266,32393,11,38.75,0,0,11
3,1236,1,1234,4465570,1250,3,22.92,0,0,3
5,1530,1,1104,2179075,1232,14,255.36,0,0,14
7,3214,1,2142,2222466,31507,2,12.5,0,0,2
8,2013,1,1108,2413596,1220,9,68.76,0,0,9
5,1438,11,3903,1134333,43203,6,45.84,0,0,6
8,1340,1,1262,4665783,2425,4,18,0,0,4
5,1227,1,1027,15797,4910,7,62.44,0,0,7
4,1384,1,1209,2411486,1238,5,49.15,0,0,5
8,1625,1,1258,422561,1129,6,105.6,0,0,6
5,1629,1,2108,4416961,31310,10,62.5,0,0,10
7,1224,1,1668,2276131,9217,1,9,0,0,1
7,1245,1,1118,1415180,45143,40,30,0,0,40
7,2217,1,2824,1118111,31717,18,118.62,0,0,18
4,2233,1,2002,1146641,5328,2,16.3,0,0,2
4,4040,1,4461,231397,43307,30,158.4,0,0,30
9,1242,1,4401,274449,37058,5,37.5,0,0,5
5,1934,11,3921,381338,1240,3,25.14,0,0,3
9,2021,1,1216,1928021,1242,1,7.64,1,7.64,0
7,2014,1,2806,4396339,43285,5,26.4,0,0,5
5,2019,1,1225,291511,1240,1,8.38,0,0,1
9,1616,1,1047,2008309,1146,1,21.39,0,0,1
3,2644,1,1230,274175,1230,1,16.67,0,0,1
9,1382,4,6618,2250353,36536,7,31.85,0,0,7
3,2060,1,1105,1506159,1309,2,13.52,0,0,2
8,2020,1,1257,1482787,1309,1,6.76,0,0,1
3,1335,1,2155,1219224,30532,3,23.34,0,0,3
7,1142,2,108,1114791,34867,354,13770.6,0,0,354
4,4051,1,2801,4640806,31310,2,12.5,0,0,2
5,1658,4,6628,2147667,35144,4,78.72,0,0,4
5,2021,4,6605,2069143,35456,3,12.45,0,0,3
8,1216,1,4420,173854,37581,2,18.7,0,0,2
5,2211,1,4104,732351,5328,3,24.45,0,0,3
4,1119,1,1455,59363,3270,2,20.94,0,0,2
5,2012,1,2809,1530785,31507,2,12.5,0,0,2
4,1217,1,1012,4101509,1129,18,316.8,0,0,18
6,1223,1,1154,169042,1230,1,16.67,0,0,1
7,2020,1,2859,4198611,43058,2,18.7,0,0,2
4,1550,1,1005,1423712,1146,2,44.42,0,0,2
4,1220,1,1608,1797283,31298,3,26.67,0,0,3
9,1222,1,1011,54286,1182,10,139.4,0,0,10
5,2054,1,2015,1014229,43084,1,8.15,0,0,1
7,1239,1,1225,126245,1109,1,15.01,0,0,1
5,2032,1,1156,1272663,35651,3,22.5,0,0,3
4,1698,1,1228,8060665,41843,6,41.16,0,0,6
6,1419,1,1181,175165,43204,3,22.92,0,0,3
5,1239,1,1223,2071382,1240,3,25.14,0,0,3
5,1697,1,2112,275787,30575,8,50,0,0,8
3,1232,1,1213,835939,1125,6,57.6,0,0,6
8,2214,1,1222,2479954,1216,3,25.14,0,0,3
8,1349,1,1201,9517976,1169,6,113.16,0,0,6
4,1347,1,2057,4386255,43065,2,13.52,0,0,2
4,1550,1,1203,1129351,46772,2,19.46,1,9.73,1
8,1629,1,1288,4579944,1242,2,15.28,2,15.28,0
9,1275,4,6615,4356939,1145,5,114.8,0,0,5
3,1530,1,2151,159230,32939,4,31.12,0,0,4
6,1121,1,1408,368094,41938,4,39.64,0,0,4
8,1387,1,1004,404243,1146,1,21.39,0,0,1
3,1914,1,2069,97611,3718,4,36,0,0,4
5,1555,1,2134,4357408,43058,2,20,0,0,2
9,1958,7,5716,2191409,5337,2,16.3,0,0,2
4,2653,1,1146,528976,1238,4,39.32,0,0,4
6,1330,4,6604,41521,1150,12,176.4,0,0,12
7,1635,1,1229,7781881,1278,15,67.5,0,0,15
5,1140,1,1008,321802,1125,2,19.2,0,0,2
6,1124,1,1227,722655,1250,3,22.92,0,0,3
4,1243,1,2810,752677,36747,2,23.06,0,0,2
4,1419,1,1072,179679,34215,7,105.07,0,0,7
4,22187,1,1153,236854,31717,1,6,0,0,1
6,2034,1,1299,1020912,1284,9,27.18,0,0,9
9,1612,1,1265,4451653,2233,1,19.94,0,0,1
3,1611,4,4957,2491792,1212,9,74.07,0,0,9
4,1544,1,2802,524554,43307,6,31.68,0,0,6
4,4041,1,1254,8564766,1160,2,37.72,0,0,2
3,1998,1,1155,879058,31423,2,23.24,0,0,2
4,2239,1,1252,4664044,1125,1,9.6,0,0,1
4,2214,1,1225,2421963,35651,2,15,0,0,2
4,1310,1,2118,103649,32940,3,23.34,0,0,3
7,1312,1,1112,71168,1250,6,45.84,0,0,6
8,1612,1,1251,367793,693,3,28.8,0,0,3
7,1550,1,6511,4624175,40217,2,17.96,0,0,2
9,2215,1,1111,908948,41938,3,29.73,0,0,3
5,1430,1,2003,2185955,40680,2,13.72,1,6.86,1
8,2023,1,1603,2329501,44371,7,53.13,0,0,7
8,1585,4,6621,4235446,43199,2,35.64,0,0,2
3,2229,1,1241,347258,1212,1,8.38,0,0,1
6,22560,1,2027,346026,5337,3,24.45,0,0,3
3,1423,4,4908,1913293,43223,4,72.16,0,0,4
8,1124,1,1125,396680,1220,3,22.92,0,0,3
7,1952,1,2115,617833,35305,20,125,0,0,20
3,1140,1,2144,2174530,33871,5,38.9,0,0,5
5,2012,1,1155,2465909,1278,16,72,0,0,16
6,2055,1,2105,202395,31506,4,25,0,0,4
9,1118,1,1406,589356,1232,1,18.24,0,0,1
6,1337,1,1234,1810998,1146,1,21.39,0,0,1
6,1956,1,2002,707990,31590,1,10.14,0,0,1
9,1243,1,1116,6062,1309,7,47.32,0,0,7
7,1124,1,1109,181392,41843,12,82.32,0,0,12
3,1111,1,4413,39170,43285,30,158.4,0,0,30
7,1111,1,4402,50783,43285,12,63.36,0,0,12
7,3213,1,1123,42635,1220,1,7.64,0,0,1
5,4051,1,4511,4519933,43206,5,22.5,0,0,5
4,22560,1,5517,4329151,4259,2,25.18,0,0,2
9,1224,1,2156,1378618,40930,3,18.45,0,0,3
9,1351,1,1159,119353,1238,3,29.49,0,0,3
8,1334,1,2806,7941910,32940,2,15.56,0,0,2
6,1312,1,2857,4612882,36610,40,30.8,0,0,40
7,1245,1,1229,750425,1212,1,8.38,0,0,1
3,1430,11,3902,656460,44371,22,166.98,0,0,22
5,1628,1,1039,2041208,47840,5,40,0,0,5
6,1632,1,1001,996612,1109,11,165.11,0,0,11
4,1342,1,2106,382007,32934,2,14.08,0,0,2
9,1137,1,1074,1586949,1182,6,83.64,0,0,6
7,1118,1,1438,72928,1220,5,38.2,0,0,5
8,1312,1,1128,1590528,1238,1,9.83,0,0,1
5,1611,1,1260,4493323,3631,1,16.35,0,0,1
9,1122,1,1081,604035,2233,6,119.64,0,0,6
9,1120,1,1602,1485126,323,4,32.6,0,0,4
4,1129,2,108,16057,35145,40,852.8,0,0,40
4,3215,1,2833,4611360,43069,1,7.41,0,0,1
6,4013,4,4702,1404818,31507,35,182,0,0,35
3,1557,1,1228,2090679,43118,4,42.24,0,0,4
8,1348,1,1042,396932,1169,2,37.72,0,0,2
4,4046,1,2136,967735,31310,8,50,0,0,8
6,1445,1,1634,4543020,40886,5,28.8,0,0,5
5,1635,1,1603,296955,72,7,25.9,0,0,7
7,2017,1,4403,2199966,43069,6,44.46,0,0,6
9,2055,1,1251,4721251,1238,3,29.49,0,0,3
8,24669,1,1213,4205154,43207,10,30.2,0,0,10
8,1637,1,2119,388829,30532,6,46.68,0,0,6
5,1431,1,1232,4130402,34213,2,39.88,0,0,2
9,1344,1,5003,408376,44102,1,0.75,0,0,1
8,1334,1,2810,4238915,43147,4,18.16,0,0,4
3,1477,4,7051,884814,43039,48,450.24,0,0,48
3,2275,4,6609,4464332,1120,2,42.14,0,0,2
9,1420,1,4501,4678982,31507,3,18.75,0,0,3
8,2031,1,2154,4124464,35305,10,62.5,0,0,10
7,1555,1,1127,2400896,43203,1,8.33,0,0,1
8,2011,4,6628,13746,1687,1,19.56,0,0,1
6,2034,1,1141,5927618,1284,29,87.58,0,0,29
4,1137,1,1050,4365222,49973,2,33.2,0,0,2
6,1332,1,1005,739531,2233,6,119.64,0,0,6
5,1237,1,1058,499131,1182,10,139.4,0,0,10
3,1419,1,2850,2193698,32937,2,14.08,0,0,2
9,1340,1,1071,325679,1160,1,18.86,0,0,1
4,1351,1,2031,140795,43038,3,31.44,0,0,3
3,1334,1,2010,818190,32302,5,22.2,0,0,5
7,2045,1,1261,4591143,1242,2,15.28,0,0,2
4,1541,1,1151,332235,1216,3,25.14,0,0,3
7,2214,1,1007,139334,2233,20,398.8,0,0,20
3,1470,1,5537,172247,3718,3,27,0,0,3
9,1122,1,1051,1072663,1146,7,149.73,0,0,7
4,1224,1,1619,2201957,4259,4,50.36,0,0,4
8,2014,1,1209,387799,1109,1,15.01,0,0,1
8,1693,11,3917,1559573,1216,10,83.8,0,0,10
7,1344,1,2809,1072173,43064,2,16.3,0,0,2
6,2037,1,1220,4590476,2233,1,19.94,0,0,1
7,1347,1,1271,4644399,8940,8,64,0,0,8
6,2037,1,2805,1493934,43274,2,10.38,0,0,2
5,1914,1,2054,69550,43069,6,44.46,0,0,6
9,1312,1,2053,8149950,43316,1,8.15,0,0,1
7,1557,1,5019,2141810,34226,4,37.04,0,0,4
7,1384,1,1003,376344,3631,1,16.35,0,0,1
8,2653,1,2118,217582,31507,3,18.75,0,0,3
6,1549,1,2813,546823,37057,2,16.3,0,0,2
8,2030,1,4511,4605036,35309,2,12.5,0,0,2
5,2237,1,2908,535498,40886,2,11.52,0,0,2
3,1227,1,1012,882394,4767,2,29.58,0,0,2
8,2237,1,1226,536915,1278,10,45,0,0,10
3,1602,11,5752,4620480,30575,8,50,0,0,8
3,1349,1,1234,1089786,8940,2,17.6,0,0,2
4,1463,1,1144,128633,43203,7,53.48,0,0,7
8,1617,1,1101,714739,1220,2,15.28,0,0,2
4,1227,1,2826,4356499,43285,6,31.68,1,5.28,5
9,1634,1,4501,2157239,43118,2,19.82,0,0,2
6,1698,1,1230,4682523,1212,3,25.14,0,0,3
9,1221,1,2121,1595931,30552,2,10.76,0,0,2
5,1127,1,4449,2144924,43084,1,8.15,0,0,1
7,1963,1,1266,4609637,1284,2,6.04,0,0,2
7,2218,1,4510,4637474,32393,4,15.12,0,0,4
3,1124,1,1496,1335461,1238,7,68.81,0,0,7
9,1212,1,1031,1140478,3631,3,49.05,0,0,3
6,1140,1,1622,353346,328,2,16.3,0,0,2
6,1245,1,1124,7858065,35651,6,45,0,0,6
3,1245,1,2813,268611,30572,16,100,0,0,16
9,1636,1,1111,4411941,972,1,18.98,0,0,1
5,1954,1,1214,4492295,1309,7,47.32,0,0,7
3,4041,1,1269,4712907,2425,12,54,0,0,12
7,1315,1,1155,98735,2425,51,229.5,0,0,51
5,1555,1,2133,1374467,31507,4,27.76,0,0,4
8,4010,1,1253,2500589,43206,14,63,0,0,14
8,1384,1,1206,4525076,1242,8,61.12,0,0,8
6,1310,1,2013,91639,45112,1,12.59,0,0,1
4,1222,1,1416,55169,1278,12,54,0,0,12
9,1614,1,4501,1759516,1233,1,14.79,0,0,1
9,1117,1,1606,58991,37210,5,37.95,0,0,5
6,1220,1,1204,4478674,1232,1,18.24,0,0,1
9,1259,8,3403,4363518,1700,0,0,27,378,0
5,1491,4,6607,4503420,43338,1,21.07,0,0,1
7,1338,1,2801,8230206,30569,12,84.48,0,0,12
8,4049,1,1261,427050,43202,2,16.76,0,0,2
4,4010,1,1181,112850,43305,10,45.8,0,0,10
8,1656,1,1220,2040935,1146,1,21.39,0,0,1
5,2034,1,1298,4132227,1242,5,38.2,0,0,5
3,2012,1,1067,1541784,1109,2,30.02,0,0,2
8,2249,2,1523,1123432,43342,48,826.56,0,0,48
5,1111,1,1025,74334,1125,8,76.8,0,0,8
5,1583,4,6633,61374,33188,3,38.85,0,0,3
5,2029,1,1124,224785,1309,2,13.52,0,0,2
6,1331,1,1101,1072493,35651,3,22.5,0,0,3
9,1118,1,1415,600204,1212,2,16.76,0,0,2
9,1550,1,1004,638593,41843,6,43.56,0,0,6
5,1478,4,4802,633049,43039,2,18.76,0,0,2
4,22362,4,6613,4248976,34053,14,71.68,0,0,14
7,1123,1,1401,2259185,1687,2,37.96,0,0,2
3,2229,1,2041,47332,5345,3,20.28,0,0,3
6,1235,1,1009,86494,2665,35,560,0,0,35
8,1911,1,1154,103236,1220,1,7.64,0,0,1
9,4049,1,4426,995790,43147,4,18.16,0,0,4
4,2250,2,1534,1942631,43131,20,426.4,0,0,20
8,2037,1,1105,580720,2425,35,157.5,0,0,35
3,1617,1,2817,4500368,30572,5,31.25,0,0,5
9,1545,1,1105,4288525,1250,1,7.64,0,0,1
6,1351,1,1254,2038328,1232,6,109.44,0,0,6
9,2275,4,6604,1844290,31513,5,54.8,10,109.6,0
9,1419,1,2117,4358637,43058,2,18.7,0,0,2
5,1955,1,5001,571188,45111,1,8.98,0,0,1
8,2213,1,1230,4166150,1230,1,16.67,0,0,1
5,1351,1,1251,140269,2425,5,22.5,0,0,5
9,4037,1,2209,4101981,32934,3,21.12,0,0,3
7,1112,1,2103,1556694,43058,4,37.4,0,0,4
5,1968,1,2011,474639,46239,15,122.25,0,0,15
7,1236,1,2819,4631510,43147,8,36.32,0,0,8
9,2214,1,4405,1403220,5621,2,16.3,0,0,2
9,1555,1,2133,693213,35305,5,34.7,0,0,5
6,1617,1,1203,744742,35651,3,22.5,0,0,3
9,1614,1,4404,284803,43307,14,73.92,0,0,14
4,1441,1,1233,2354719,43202,3,25.14,0,0,3
8,2017,1,1169,132069,1250,4,30.56,0,0,4
7,24049,1,1003,2124973,1146,27,577.53,0,0,27
9,1911,1,1161,1043364,8921,4,32,0,0,4
9,1220,1,1027,2344578,32802,3,35.73,2,23.82,1
7,1451,4,4952,1853391,43201,7,78.26,0,0,7
7,1622,1,2879,4612326,36610,40,30.8,0,0,40
4,23719,1,1164,933778,1278,12,54,0,0,12
5,1385,4,6622,940608,972,4,78.24,0,0,4
5,1123,1,1601,405525,4280,4,24,0,0,4
4,1338,1,1208,4411946,1220,4,30.56,0,0,4
9,2653,1,1033,525224,1109,1,15.01,0,0,1
3,1245,1,2825,1134850,40886,5,28.8,0,0,5
5,2015,1,1109,208954,1242,5,38.2,0,0,5
4,1451,1,2860,1446623,30575,5,31.25,0,0,5
3,1952,1,2015,1774215,43064,5,40.75,0,0,5
9,2043,1,2858,2259410,35305,5,31.25,0,0,5
3,2233,1,6501,317997,35132,4,37.4,0,0,4
5,1227,1,2824,4384128,32937,1,7.04,0,0,1
7,1223,1,1064,2007493,1125,3,28.8,0,0,3
7,1117,1,1466,780118,1216,2,16.76,0,0,2
9,2057,1,1267,4412035,1220,2,15.28,0,0,2
8,1633,1,1113,2484216,1278,10,45,0,0,10
5,1153,1,1265,1489655,1216,1,8.38,0,0,1
6,1346,1,1202,2114054,43207,5,15.1,0,0,5
8,1544,1,2015,521538,43069,6,44.46,0,0,6
6,2241,1,1201,2442408,1064,1,16.67,0,0,1
5,2034,1,2879,165645,31310,3,18.75,0,0,3
6,1419,1,2114,2110365,30552,4,21.52,0,0,4
9,1342,1,2006,74754,45112,2,25.18,0,0,2
